交易日期,题材代码,题材名称,涨停数量,排名上升位数
20260116,000383.KP,阿里AI应用,0,0
20260116,000226.KP,商业航天,6,0
20260116,000286.KP,AI智能体,0,0
20260116,000229.KP,电力,3,5
