交易日期,题材代码,题材名称,涨停数量,排名上升位数
20260120,000229.KP,电力,3,0
20260120,000226.KP,商业航天,1,0
20260120,000084.KP,人形机器人,1,0
20260120,000383.KP,阿里AI应用,2,9
