交易日期,题材代码,题材名称,涨停数量,排名上升位数
20260206,000387.KP,云计算,1,0
20260206,000226.KP,商业航天,6,0
20260206,000076.KP,中药,0,98
20260206,000347.KP,外卖概念,0,95
