交易日期,股票代码,股票名称,收盘价,涨跌幅%,换手率%,总成交额(元),龙虎榜卖出额(元),龙虎榜买入额(元),龙虎榜成交额(元),龙虎榜净买入额(元),龙虎榜净买额占比%,龙虎榜成交额占比%,当日流通市值(元),上榜理由
2026-01-13,000547.SZ,航天发展,36.0,-10.0,18.24,10559361548.0,1231524053.15,691143474.03,1922667527.18,-540380579.12,-5.12,18.21,57208358232.0,日跌幅偏离值达到7%的前5只证券
2026-01-13,000681.SZ,视觉中国,31.48,9.993,19.9,4219472985.0,435122279.6,595249410.37,1030371689.97,160127130.77,3.79,24.42,21288773185.64,日涨幅偏离值达到7%的前5只证券
2026-01-13,000681.SZ,视觉中国,31.48,9.993,19.9,4582928554.0,474177131.6,675133554.37,1149310685.97,200956422.77,4.38,25.08,21288773185.64,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-13,000785.SZ,居然智家,3.61,10.061,6.79,2129863385.0,214670519.96,316113045.72,530783565.68,101442525.76,4.76,24.92,21290312405.04,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-13,000969.SZ,安泰科技,28.29,2.0931,20.74,10867439685.0,1138796805.33,1599731144.85,2738527950.18,460934339.52,4.24,25.2,29244675641.34,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-13,001202.SZ,炬申股份,19.44,10.017,19.62,595901996.0,102341412.4,130198961.54,232540373.94,27857549.14,4.67,39.02,2271057685.2,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-13,001255.SZ,博菲电气,41.48,9.9973,6.35,376007074.0,32231111.82,91671537.96,123902649.78,59440426.14,15.81,32.95,2947402880.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-13,002046.SZ,国机精工,51.77,1.4501,14.62,7825241239.0,772264897.39,1277843479.71,2050108377.1,505578582.32,6.46,26.2,27375293257.24,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-13,002149.SZ,西部材料,46.45,-9.9981,14.03,3231813828.0,234127034.37,257444517.62,491571551.99,23317483.25,0.72,15.21,22674069277.3,日跌幅偏离值达到7%的前5只证券
2026-01-13,002151.SZ,北斗星通,60.21,-10.0,11.51,3116227364.0,315120326.28,167881146.2,483001472.48,-147239180.08,-4.72,15.5,26662123681.02,日跌幅偏离值达到7%的前5只证券
2026-01-13,002278.SZ,神开股份,15.25,5.6094,38.92,1947088995.0,153688826.94,160204095.0,313892921.94,6515268.06,0.33,16.12,5093449080.25,日换手率达到20%的前5只证券
2026-01-13,002342.SZ,巨力索具,13.29,10.0166,39.34,4824250655.0,322151897.33,291688919.09,613840816.42,-30462978.24,-0.63,12.72,12687830100.0,日换手率达到20%的前5只证券
2026-01-13,002389.SZ,航天彩虹,26.24,-9.9828,10.01,2625695445.0,248108175.6,243571026.62,491679202.22,-4537148.98,-0.17,18.73,25840050602.24,日跌幅偏离值达到7%的前5只证券
2026-01-13,002400.SZ,省广集团,12.55,9.9912,21.3,4571235181.0,499669376.28,756174529.98,1255843906.26,256505153.7,5.61,27.47,21663365955.9,日涨幅偏离值达到7%的前5只证券
