交易日期,股票代码,股票名称,收盘价,涨跌幅%,换手率%,总成交额(元),龙虎榜卖出额(元),龙虎榜买入额(元),龙虎榜成交额(元),龙虎榜净买入额(元),龙虎榜净买额占比%,龙虎榜成交额占比%,当日流通市值(元),上榜理由
2026-01-07,000608.SZ,*ST阳光,3.05,5.1724,3.36,93141382.0,19124640.0,22781171.95,41905811.95,3656531.95,3.93,44.99,2273554054.95,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
2026-01-07,000620.SZ,盈新发展,3.33,9.901,1.53,1922229841.0,177301034.0,305116894.1,482417928.1,127815860.1,6.65,25.1,15556923553.95,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-07,000691.SZ,*ST亚太,8.16,5.0193,0.0,986090.0,509638.0,986090.0,1495728.0,476452.0,48.32,151.68,2637883200.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
2026-01-07,001208.SZ,华菱线缆,25.83,6.6914,49.69,3311969988.0,224463601.54,273974475.12,498438076.66,49510873.58,1.49,15.05,6803563805.01,日换手率达到20%的前5只证券
2026-01-07,001231.SZ,农心科技,27.15,-10.0099,22.41,304289792.0,54195648.48,43180887.62,97376536.1,-11014760.86,-3.62,32.0,1354920750.0,日跌幅偏离值达到7%的前5只证券
2026-01-07,001270.SZ,*ST铖昌,106.11,4.997,0.39,1155603890.0,191588636.51,143685212.7,335273849.21,-47903423.81,-4.15,29.01,21593338417.71,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
2026-01-07,002173.SZ,创新医疗,28.63,9.9885,2.44,770217710.0,66005719.33,258122060.0,324127779.33,192116340.67,24.94,42.08,11918796203.09,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-07,002202.SZ,金风科技,26.4,10.0,20.29,16845815443.0,2061302758.95,1339609318.19,3400912077.14,-721693440.76,-4.28,20.19,88513196138.4,日涨幅偏离值达到7%的前5只证券
2026-01-07,002202.SZ,金风科技,26.4,10.0,20.29,44927587314.0,3966701026.85,3830240558.87,7796941585.72,-136460467.98,-0.3,17.35,88513196138.4,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-07,002413.SZ,雷科防务,16.71,10.0066,65.12,13229646521.0,1897746515.96,1394547677.7,3292294193.66,-503198838.26,-3.8,24.89,21607356774.0,日换手率达到20%的前5只证券
2026-01-07,002462.SZ,嘉事堂,19.12,10.0115,7.23,957548486.0,127903409.88,239138853.7,367042263.58,111235443.82,11.62,38.33,5572914411.28,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-07,002471.SZ,中超控股,8.3,1.8405,43.5,4879874293.0,652146161.61,454745123.49,1106891285.1,-197401038.12,-4.05,22.68,11143362232.9,日换手率达到20%的前5只证券
2026-01-07,002519.SZ,银河电子,8.62,9.949,1.35,1460902419.0,141412766.77,307663394.76,449076161.53,166250627.99,11.38,30.74,9643930673.82,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-07,002565.SZ,顺灏股份,19.46,5.5315,31.35,6266017390.0,571147974.15,704420065.37,1275568039.52,133272091.22,2.13,20.36,20626508722.12,日振幅值达到15%的前5只证券
2026-01-07,002582.SZ,好想你,11.26,-4.2517,25.4,1030800597.0,166886181.09,117138824.48,284025005.57,-49747356.61,-4.83,27.55,3876167205.78,日振幅值达到15%的前5只证券
2026-01-07,002592.SZ,ST八菱,9.62,5.0218,6.83,330001752.0,64443105.0,46191225.72,110634330.72,-18251879.28,-5.53,33.53,2527331479.4,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
2026-01-07,002639.SZ,雪人集团,21.96,10.02,38.0,5206906945.0,751787274.35,906076429.69,1657863704.04,154289155.34,2.96,31.84,14287599959.76,日涨幅偏离值达到7%的前5只证券
2026-01-07,002735.SZ,王子新材,20.31,5.9468,49.11,2823277302.0,260214636.46,366055219.53,626269855.99,105840583.07,3.75,22.18,5696213888.1,日换手率达到20%的前5只证券
2026-01-07,002757.SZ,南兴股份,21.61,-8.2767,38.98,2510474126.0,193160497.59,192467643.86,385628141.45,-692853.73,-0.03,15.36,6095185232.81,日跌幅偏离值达到7%的前5只证券
2026-01-07,002774.SZ,快意电梯,12.35,9.9733,15.42,519344703.0,124624029.0,113121994.0,237746023.0,-11502035.0,-2.21,45.78,3479883397.25,日振幅值达到15%的前5只证券
2026-01-07,002774.SZ,快意电梯,12.35,9.9733,15.42,863881732.0,163319689.25,156573084.0,319892773.25,-6746605.25,-0.78,37.03,3479883397.25,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-07,002788.SZ,鹭燕医药,24.99,9.9912,13.07,1234704111.0,198784275.85,202307724.41,401092000.26,3523448.56,0.29,32.48,9541027086.99,日涨幅偏离值达到7%的前5只证券
2026-01-07,002792.SZ,通宇通讯,52.1,10.0084,31.92,5496049284.0,397071124.67,801013130.84,1198084255.51,403942006.17,7.35,21.8,17600655512.2,日涨幅偏离值达到7%的前5只证券
2026-01-07,002868.SZ,*ST绿康,39.03,5.004,0.08,83836121.0,16609521.0,14482344.0,31091865.0,-2127177.0,-2.54,37.09,6012244350.54,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
2026-01-07,002931.SZ,锋龙股份,42.2,10.0104,0.18,82264030.33,82264030.33,195521452.45,277785482.78,113257422.12,137.68,337.68,8492898881.6,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券
2026-01-07,002943.SZ,宇晶股份,49.96,8.6087,15.53,2766137399.0,316292748.27,443068358.63,759361106.9,126775610.36,4.58,27.45,6618142347.12,连续三个交易日内，涨幅偏离值累计达到20%的证券
2026-01-07,113575.SH,东时转债,263.052,20.0,,1099846180.0,241729750.0,246480290.0,488210040.0,4750540.0,0.43,44.39,,"非上市首日,当日收盘价涨幅达15%的前五只可转债"
2026-01-07,300200.SZ,高盟新材,14.56,20.033,31.14,1856205214.0,216599857.5,269010867.44,485610724.94,52411009.94,2.82,26.16,6171693091.2,日涨幅达到15%的前5只证券
2026-01-07,300290.SZ,荣科科技,23.0,-20.0,14.67,2189797520.0,158873042.35,106099137.42,264972179.77,-52773904.93,-2.41,12.1,14709476212.0,日跌幅达到15%的前5只证券
2026-01-07,300346.SZ,南大光电,55.19,20.0043,29.92,10427795508.0,630124168.71,971683498.18,1601807666.89,341559329.47,3.28,15.36,36235054050.01,日涨幅达到15%的前5只证券
2026-01-07,300379.SZ,东通退,1.5,11.9403,10.29,78702957.0,9074066.6,12060080.6,21134147.2,2986014.0,3.79,26.85,789956346.0,退市整理期
2026-01-07,300753.SZ,爱朋医疗,35.52,-11.1111,44.91,1452746984.0,176333108.99,135193399.12,311526508.11,-41139709.87,-2.83,21.44,3122412630.72,日换手率达到30%的前5只证券
2026-01-07,300986.SZ,志特新材,19.32,20.0,19.9,1500742082.0,159267323.42,234229838.77,393497162.19,74962515.35,5.0,26.22,7953152111.52,日涨幅达到15%的前5只证券
2026-01-07,301079.SZ,邵阳液压,41.33,20.0058,48.99,1284390125.0,102469028.4,269104486.22,371573514.62,166635457.82,12.97,28.93,2873476474.67,日涨幅达到15%的前5只证券
2026-01-07,301293.SZ,三博脑科,93.82,10.4544,46.31,6861633348.0,746093773.39,774283729.61,1520377503.0,28189956.22,0.41,22.16,15099924823.44,日换手率达到30%的前5只证券
2026-01-07,301363.SZ,美好医疗,41.56,20.0116,21.44,3299701369.0,511560140.51,439595287.43,951155427.94,-71964853.08,-2.18,28.83,15510317012.48,日涨幅达到15%的前5只证券
2026-01-07,301449.SZ,天溯计量,86.99,6.4488,40.94,476509169.0,43893511.64,44509428.07,88402939.71,615916.43,0.13,18.55,1210314574.39,日换手率达到30%的前5只证券
2026-01-07,301563.SZ,云汉芯城,187.2,1.5735,40.91,1090976607.0,181304440.07,116981691.89,298286131.96,-64322748.18,-5.9,27.34,2611760112.0,日换手率达到30%的前5只证券
2026-01-07,600198.SH,大唐电信,10.74,10.041,4.71,643018574.0,46760102.0,159478665.4,206238767.4,112718563.4,17.53,32.07,13982940894.96,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
